200 3
1,12,13
1,2,13
2,13,14
2,3,14
3,14,15
3,4,15
4,15,16
4,5,16
5,16,17
5,6,17
6,17,18
6,7,18
7,18,19
7,8,19
8,19,20
8,9,20
9,20,21
9,10,21
10,21,22
10,11,22
12,23,24
12,13,24
13,24,25
13,14,25
14,25,26
14,15,26
15,26,27
15,16,27
16,27,28
16,17,28
17,28,29
17,18,29
18,29,30
18,19,30
19,30,31
19,20,31
20,31,32
20,21,32
21,32,33
21,22,33
23,34,35
23,24,35
24,35,36
24,25,36
25,36,37
25,26,37
26,37,38
26,27,38
27,38,39
27,28,39
28,39,40
28,29,40
29,40,41
29,30,41
30,41,42
30,31,42
31,42,43
31,32,43
32,43,44
32,33,44
34,45,46
34,35,46
35,46,47
35,36,47
36,47,48
36,37,48
37,48,49
37,38,49
38,49,50
38,39,50
39,50,51
39,40,51
40,51,52
40,41,52
41,52,53
41,42,53
42,53,54
42,43,54
43,54,55
43,44,55
45,56,57
45,46,57
46,57,58
46,47,58
47,58,59
47,48,59
48,59,60
48,49,60
49,60,61
49,50,61
50,61,62
50,51,62
51,62,63
51,52,63
52,63,64
52,53,64
53,64,65
53,54,65
54,65,66
54,55,66
56,67,68
56,57,68
57,68,69
57,58,69
58,69,70
58,59,70
59,70,71
59,60,71
60,71,72
60,61,72
61,72,73
61,62,73
62,73,74
62,63,74
63,74,75
63,64,75
64,75,76
64,65,76
65,76,77
65,66,77
67,78,79
67,68,79
68,79,80
68,69,80
69,80,81
69,70,81
70,81,82
70,71,82
71,82,83
71,72,83
72,83,84
72,73,84
73,84,85
73,74,85
74,85,86
74,75,86
75,86,87
75,76,87
76,87,88
76,77,88
78,89,90
78,79,90
79,90,91
79,80,91
80,91,92
80,81,92
81,92,93
81,82,93
82,93,94
82,83,94
83,94,95
83,84,95
84,95,96
84,85,96
85,96,97
85,86,97
86,97,98
86,87,98
87,98,99
87,88,99
89,100,101
89,90,101
90,101,102
90,91,102
91,102,103
91,92,103
92,103,104
92,93,104
93,104,105
93,94,105
94,105,106
94,95,106
95,106,107
95,96,107
96,107,108
96,97,108
97,108,109
97,98,109
98,109,110
98,99,110
100,111,112
100,101,112
101,112,113
101,102,113
102,113,114
102,103,114
103,114,115
103,104,115
104,115,116
104,105,116
105,116,117
105,106,117
106,117,118
106,107,118
107,118,119
107,108,119
108,119,120
108,109,120
109,120,121
109,110,121
